serverTimestamp,propertyTimestamp,thingName,property,quality,hasChanged,timeSinceLastValueChangeS,byteSize,value
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.326+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.341+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.371+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.386+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.401+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
"2025-12-12 15:59:38.418+0100","1970-01-01 01:00:00.000+0100",,,,1,0.000,,
